245;State-wise Percentage Of Distribution Of Rural And Urban Households Having Toilet Facilities;Ministry of Statistics and Programme Implementation;Housing;This data provides state-wise percentage of distribution of rural and urban households having toilet facilities for 2001 and 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
246;State-wise Plan Expenditure For Public Sector By Heads Of Development From 2007-08 To 2010-11;Ministry of Statistics and Programme Implementation;All;This data provides State-wise plan expenditure for public sector by heads of development from 2007-08 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
247;State-wise Percentage Of Distribution Of Rural And Urban Households By Type Of Dwellings;Ministry of Statistics and Programme Implementation;Housing;This data provides state-wise percentage of distribution of rural and urban households by type of dwellings such as independent house, flat and others.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
248;Plan Outlay And Expenditure In Centre / States And Union Territories;Ministry of Statistics and Programme Implementation;All;This data contains plan outlay and expenditure in Centre, State and Union Territories, from first five year plan to eleventh five year plan.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
249;Percentage Distribution Of Rural And Urban Households By Source Of Drinking Water;Ministry of Statistics and Programme Implementation;Housing;This data provides details on percentage distribution of rural and urban households by source of drinking water such as tap, well, tubewell/handpump, tank/pond, river, canal and lake, springs and others for 2001 and 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
250;State-wise Percentage Distribution Of Rural And Urban Households By Type Of Latrine;Ministry of Statistics and Programme Implementation;Housing;This data provides state-wise percentage distribution of rural and urban households by type of latrine as per NSSO Survey Report (65th Round).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
251;State-wise Revised State Plan Outlay By Heads Of Development For 2011-12;Ministry of Statistics and Programme Implementation;All;This data provides revised state plan outlay for 2011-12 by heads of development. The heads of development are following - agriculture and allied activities, rural development, special area program, irrigation and flood control, energy, industry and minerals, transport, science technology and environment, general economic services, social services and general services.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
252;Average Covered Area Of Dwelling Unit By States And By Type Of Dwelling Unit;Ministry of Statistics and Programme Implementation;Housing;This data provides average covered area (in square metres) of dwelling unit by states and by type of dwelling unit such as independent house, flat and others as per NSSO Survey Report (65th Round).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
253;State-wise Percentage Distribution Of Combined/Rural And Urban Households Living In Various Types Of Houses;Ministry of Statistics and Programme Implementation;Housing;This data provides state-wise percentage distribution of households living in various types of houses such as pucca, semi-pucca and kutcha houses. The details are given in three different worksheets for combined, rural and urban households respectively.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
254;Export Growth And Share In World Exports For India And Other Countries;Ministry of Statistics and Programme Implementation;All;This dataset provides details on export growth rate, export value, share in world exports for India and other countries.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
255;Human Development Index Of India And The World;Ministry of Statistics and Programme Implementation;All;This data provides the Human development index of India and the World from the following years - 1980, 1985, 1990, 1995, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, and 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
256;Human Development Index And Its Components For G-20 Countries;Ministry of Statistics and Programme Implementation;All;This data provides for G-20 countries details on Human development index (HDI), HDI Rank, Life expectancy at birth, Maternal mortality ratio, Fertility rate, Adolescent Fertility Rate, Mean years of schooling, Population with atleast secondary education, and Labour force participation rate.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
257;Plan Outlay And Expenditure For Public Sector By Heads Of Development;Ministry of Statistics and Programme Implementation;All;This data provides details on plan outlay and expenditure for public sector by heads of development of Central government, and States and Union Territories for Tenth and Eleventh Five Year Plan.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
258;Coasting Trade - Total Value Of Import Merchandise To Various Maritime Blocks Of India From 2000-01 To 2009-10;Ministry of Statistics and Programme Implementation;Commerce;This data provides total value of import merchandise to various maritime blocks of India from 2000-01 to 2009-10.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
259;Coasting Trade - Total Value Of Export Merchandise From Various Maritime Blocks Of India From 2000-01 To 2009-10;Ministry of Statistics and Programme Implementation;Commerce;This data provides total value of export merchandise to various maritime blocks of India from 2000-01 to 2009-10.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
260;Foreign Trade - Overall Trade In Merchandise And Treasure From 2001-02 To 2011-12;Ministry of Statistics and Programme Implementation;Commerce;This data provides overall foreign trade figures in Merchandise and Treasure from 2001-02 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
261;Summary Of The Value Of Merchandise Trade By Revised Economic Regions From 2008-09 To 2011-12;Ministry of Statistics and Programme Implementation;Commerce;This data provides the summary of the value of import and export of merchandise trade by revised economic regions from 2008-09 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
262;Index Numbers Of Exports Of The Unit Values And Of Quantum Of Exports From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;ExportCommerce;This data provides commodity head-wise index numbers of exports of the unit values and of quantum of exports from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
263;Index Numbers Of Imports Of The Unit Values And Of Quantum Of Imports From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;ImportCommerce;This data provides commodity head-wise index numbers of imports of the unit values and of quantum of imports from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
264;Area / Population And Income Of G-20 Countries;Ministry of Statistics and Programme Implementation;All;This data provides for G-20 countries details on area, population, gross domestic product (GDP), domestic product per capita income and purchasing power from 2010 to 2012.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
265;Capital Formation By Type Of Assets And By Type Of Institutions At Current Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Economy;This data provides details on capital formation by type of assets and by type of institutions at current prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
266;Capital Formation By Type Of Assets And By Type Of Institutions At Constant Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Economy;This data provides details on capital formation by type of assets and by type of institutions at constant (2004-05) prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
267;Domestic Saving By Type Of Institution At Current Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Economy;This data provides details on domestic saving by type of institution at current prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
268;Gross Domestic Product At Factor Cost By Industry At Current Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Economy;This data provides details on Gross Domestic Product (GDP) at factor cost by type of Industry at current prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
269;Gross Domestic Product At Factor Cost By Industry At Constant Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Economy;This data provides details on Gross Domestic Product (GDP) at factor cost by type of Industry at constant (2004-05) prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
270;Net Domestic Product By Economic Activity At Current Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Macro EconomyEconomy;This data provides details on Net Domestic Product (NDP) by economic activity at current prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
271;Net Domestic Product By Economic Activity At Constant Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Macro EconomyEconomy;This data provides details on Net Domestic Product (NDP) by economic activity at constant (2004-05) prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
272;Private Final Consumption Expenditure In Domestic Market At Current Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Macro EconomyEconomy;This data provides details on private final consumption expenditure in domestic market at current prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
273;Private Final Consumption Expenditure In Domestic Market At Constant Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Macro EconomyEconomy;This data provides details on private final consumption expenditure in domestic market at constant (2004-05) prices from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
274;Performance Of Public Sector At Current Prices From 2004-05 To 2010-11;Ministry of Statistics and Programme Implementation;Macro EconomyEconomy;This data provides details on performance of Public Sector at current prices and percentage share of public sector in total share (Public + Private) from 2004-05 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
275;National Income At Factor Cost At Current Prices From 2004-05 To 2011-12;Ministry of Statistics and Programme Implementation;Macro EconomyEconomy;This data provides details on National Income at factor cost at current prices from 2004-05 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
276;National Income At Factor Cost At 2004-05 Prices From 2004-05 To 2011-12;Ministry of Statistics and Programme Implementation;Macro EconomyEconomy;This data provides details on National Income at factor cost at 2004-05 prices from 2004-05 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
277;Value Of Imports Of Merchandise Into India By Principal Countries Of Consignment From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;ImportCommerce;This data provides the value of imports of merchandise into India by principal countries of consignment from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
278;Value Of Exports Of Merchandise From India By Principal Countries Of Destination From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;ExportCommerce;This data provides value of exports of merchandise (Indian produce and manufactures), from India by principal countries of destination from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
279;All India and State-wise Actual Police Strength;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) actual strength of armed police and civil police at the end of year.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
280;General Funds of Registered Trade Unions;Ministry of Statistics and Programme Implementation;Labour & Employment;Data provides all India (from 2000 to 2008) and state-wise (2007 and 2008) details on general funds of registered trade unions (workers' unions, employers' unions, workers' central union and workers' state union).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
281;All India And State-wise Disposal Of Juveniles Arrested Under IPC And SLL Crimes;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on disposal of juveniles arrested (under IPC And SLL) crimes.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
282;All India And State-wise Disposal Of Persons Arrested Under IPC By Courts;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on disposal of persons arrested under IPC by courts.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
283;Number of Registered Trade Unions;Ministry of Statistics and Programme Implementation;Labour & Employment;Data provides all India (from 2000 to 2008) and state-wise (2007 and 2008) details on the number of registered trade unions (such as workers unions and employers unions).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
284;Consumer Price Index For Industrial Workers;Ministry of Statistics and Programme Implementation;PricesEconomy;Data provides state-wise consumer price index for industrial workers from 2007 to 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
285;Consumer Price Index For Agricultural Labourers And Rural Labourers From 2005-06 To 2011-12;Ministry of Statistics and Programme Implementation;PricesEconomy;Data provides state-wise details on consumer price index for agricultural labourers and rural labourers from 2005-06 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
286;Index Number of Wholesale Prices In India By Major Groups / Groups / Sub-Groups;Ministry of Statistics and Programme Implementation;PricesEconomy;Data provides index number of wholesale prices in India by major groups, groups and sub-groups from 2005-06 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
287;All India And State-wise Disposal of Total Cognizable Crime Cases Under IPC By Courts;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on disposal of total cognizable crime cases under IPC by courts.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
288;Crime Statistics On Property Stolen And Recovered Cases From 2001 To 2011;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides details on crime statistics on property stolen and recovered cases from 2001 to 2011. Details of property stolen and recovered are provided under different categories of crime such as dacoity, robbery, burglary, theft, criminal breach of trust, and other offenses.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
289;Budgetary Position of The Government of India From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;Finance;Data provides budgetary position of the government of India from 2000-01 to 2011-12 for items such as revenue receipts, non-tax revenue, revenue expenditure, revenue deficit, capital receipts and capital expenditure.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
290;Receipts Under Corporation Tax From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;Finance;Data provides details on the receipts under corporation tax from 2000-01 to 2011-12 in head of account such as Minor Head-Other Receipts, Head-Income Tax on Companies, Minor Head-sur Tax Net Receipts.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
291;Receipts Under Income Tax From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;Finance;Data provides details on receipts under income tax from 2000-01 to 2011-12 in head of account such as Minor Head-Other Receipts, Minor Head-Surcharge, Penalties, Interest Recoveries, Primary Eduction Cess, Secondary and Higher Education Cess.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
292;Revenue From Customs Duties From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;RevenueFinance;Data provides details on revenue from customs duties (import duties, export duties, export cess duties and other receipts) from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
293;Revenue From Union Excise Duties From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;RevenueFinance;Data provides details on revenue from union excise duties from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
294;All India And State-wise Juveniles Apprehended Under Cognizable Crime;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on juveniles apprehended under cognizable crime under Indian Penal Code (IPC) and Special & Local Laws (SLL).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
295;Estimated Number of Postcards / Letters / Newspapers / Parcels And Packets Handled From 2000-01 To 2010-11;Ministry of Statistics and Programme Implementation;PostInformation and Communications;Data provides details on estimated number of postcards, letters, newspapers, parcels and packets handled from 2000-01 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
296;General Statistics of Post Offices From 2000-01 To 2010-11;Ministry of Statistics and Programme Implementation;PostInformation and Communications;Data provides general statistics of post offices (including letter boxes, total strength of establishments, total postal mail traffic, number of money orders and number of value payable articles sent) from 2000-01 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
297;All India And State-wise Juvenile Delinquency Under Special And Local Laws;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on juvenile delinquency under Special And Local Laws (SLL).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
298;All India And State-wise Juveniles Delinquency Under IPC Cases;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on juveniles delinquency under Indian Penal Code (IPC).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
299;Number of Post Offices / Letter Boxes And Postal Articles For 2009-10 And 2010-11;Ministry of Statistics and Programme Implementation;PostInformation and Communications;Data provides circle-wise details on the number of post offices, letter boxes and estimated number of postal articles handled (excluding money orders) for 2009-10 and 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
300;All India And State-wise Juveniles Apprehended By Age Group And Sex;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on juveniles apprehended by age group and sex under Indian Penal Code (IPC) and Special & Local Laws (SLL).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
301;Number of Telephones In India;Ministry of Statistics and Programme Implementation;TelecomInformation and Communications;Data provides all India (from 2004 to 2011) and state-wise (2010 and 2011) details on the number of telephones (including wireline phones and wireless phones) in India.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
302;Number of Post Office Savings Banks / Depositors And Amount of Deposits From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;PostInformation and Communications;Data provides details on the number of post office savings banks, depositors and amount of deposits from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
303;All India And State-wise Distribution of Juveniles Arrested Under IPC, Special Law and Local Laws By Economic Set-Up and Recidivism;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on distribution of juveniles arrested under Indian Penal Code (IPC) And Special And Local Laws (SLL) by economic set-up and recidivism.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
304;Receipts And Charges of The Post Offices From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;PostInformation and Communications;Data provides details on the receipts and charges of the post offices from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
305;All India And State-wise Motives Of Murder And Culpable Homicide Not Amounting To Murder;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on motives of murder and culpable homicide not amounting to murder.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
306;Telephones Per 100 Population - State-Wise From 2000 To 2011;Ministry of Statistics and Programme Implementation;TelecomInformation and Communications;Data provides state-wise details on the number of telephones per 100 population from 2000 to 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
307;All India And State-wise details on Number of Persons Arrested Under Different IPC Crimes By Sex;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on all India and state-wise number of persons arrested under different Indian Penal Code (IPC) crimes by sex.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
308;Total Number of Money Orders And Amount of Money Orders;Ministry of Statistics and Programme Implementation;PostInformation and Communications;Data provides all India (from 2000-01 to 2010-11) and state-wise (2009-10 and 2010-11) details on the total number and amount of money orders.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
309;All India And State-wise Educational And Family Background Of Juveniles Arrested Under IPC And Special And Local Laws;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on educational and family background of juveniles arrested under Indian Penal Code (IPC) and Special and Local Laws (SLL).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
310;All India and State-wise Number Of Cognizable Crime Under IPC And Strength Of Police Force;Ministry of Statistics and Programme Implementation;PoliceHome Affairs & Enforcement;This data provides all India (2001 to 2011) and state-wise (2009 to 2011) details on number of cognizable crime under Indian Penal Code (IPC) and strength of police force.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
311;New Life Insurance Business By Indian Insurers And Total Life Insurance Business In Force From 2000-01 To 2010-11;Ministry of Statistics and Programme Implementation;InsuranceIndustries;This data provides details on new life insurance business by Indian insurers and total life insurance business in force from 2000-01 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
312;Gross Direct Premium Income of Public Sector General Insurance Companies From 2000-01 To 2010-11;Ministry of Statistics and Programme Implementation;InsuranceIndustries;Data provides details on gross direct premium income (GDP) of public sector general insurance companies from 2000-01 to 2010-11. The premium income included in revenue account for fire, marine and miscellaneous in India and outside India.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
313;Growth of Postal Life Insurance And Rural Postal Life Insurance From 2001-02 To 2011-12;Ministry of Statistics and Programme Implementation;InsuranceIndustries;Data provides details on achievement of policy, sum assured, premium income and growth of postal life insurance (PLI) and rural postal life insurance (RPLI) from 2001-02 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
314;Liabilities And Assets of The Life Insurance Corporation of India From 2001-02 To 2010-11;Ministry of Statistics and Programme Implementation;InsuranceIndustries;Data provides details on liabilities and assets of the Life Insurance Corporation of India (LIC) from 2001-02 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
315;Post Office Life Insurance Fund Account From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;InsuranceIndustries;This data provides details on receipts and payments of post office life insurance fund account from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
316;Life Insurance Revenue Account of The Life Insurance Corporation of India From 2001-02 To 2010-11;Ministry of Statistics and Programme Implementation;InsuranceIndustries;Data provides details on life insurance revenue account of the Life Insurance Corporation of India from 2001-02 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
317;Postal Life Insurance Policies Issued From 2000-01 To 2011-12;Ministry of Statistics and Programme Implementation;InsuranceIndustries;The data provides details on number and amount of postal life insurance policies issued from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
318;Postal Life Insurance And Rural Postal Life Insurance Polices Issued From 2001-02 To 2011-12;Ministry of Statistics and Programme Implementation;InsuranceIndustries;This data provides details on Postal Life Insurance (PLI) and Rural Postal Life Insurance (RPLI) polices issued from 2001-02 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
319;State Level Consumer Price Index (Rural/Urban) Upto March 2013;Ministry of Statistics and Programme Implementation;PricesEconomy;This is the new series of Consumer Price Index for Rural & Urban with base year 2010. Published by Central Statistical Office and released on 12th of every month.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
320;All India Consumer Price Index (Rural/Urban) Upto March 2013;Ministry of Statistics and Programme Implementation;PricesEconomy;This is the new series of Consumer Price Index (CPI) for Rural & Urban with base year 2010. Published by Central Statistical Office and released on 12th of every month. The data contains group wise all India Index.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
321;All India Consumer Price Index (Rural/Urban) Upto February 2013;Ministry of Statistics and Programme Implementation;PricesEconomy;This is the new series of Consumer Price Index(CPI) for Rural & Urban with base year 2010. Published by Central Statistical Office and released on the 12th of every month. The data contains group wise all India Index.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
322;State Level Consumer Price Index (Rural/Urban) Upto Feburary 2013;Ministry of Statistics and Programme Implementation;PricesEconomy;This is the new series of Consumer Price Index for Rural & Urban with base year 2010. Published by Central Statistical Office and released on 12th of every month.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
323;Quarterly Estimates of GDP at Current Prices, Base 2004-05;Ministry of Statistics and Programme Implementation;Economy;The dataset comprises latest quarterly estimates of Gross Domestic Product, Final Consumption Expenditure and other macro economic aggregates at current prices.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
324;Quarterly Estimates of GDP at constant prices for the base year 2004-05;Ministry of Statistics and Programme Implementation;Economy;The dataset comprises latest quarterly estimates of Gross Domestic Product, Final Consumption Expenditure and other macro economic aggregates at constant(2004-05) prices.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
325;All India Consumer Price Index (Rural/Urban) Upto April 2013;Ministry of Statistics and Programme Implementation;PricesEconomy;This is the New Series of Consumer Price Index for Rural & Urban with base year 2010. Published by Central Statistical Office and released on 12th of every month. The data contains group wise all India Index.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
326;State Level Consumer Price Index (Rural/Urban) Upto April 2013;Ministry of Statistics and Programme Implementation;PricesEconomy;This is the New Series of Consumer Price Index for Rural & Urban with base year 2010. Published by Central Statistical Office and released on 12th of every month.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
327;Labour Force Participation Rate (per 1000) for persons of age 15-59 years according to usual status (taking both principal and subsidiary status together) for each State/UT;Ministry of Statistics and Programme Implementation;EmploymentLabour & Employment;The table refers to Labour Force Participation Rate (per 1000) for persons of age 15-59 years according to usual status (taking both principal and subsidiary status together) for each State/UT. Labour-force participation rate is defined as the proportion of persons/person-days in the labour-force to the total person/person-days. These ratios are given in per 1000 of person/person-days. This estimate of LFPR approach provide information on number of persons in labour-force according to the usual status (taking both principal and subsidiary status together) ie by considering usual principal and subsidiary economic activity together.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
328;Worker Population Ratio (per 1000) for persons of age 15-59 years according to usual status (taking both principal and subsidiary status together) for each State/UT;Ministry of Statistics and Programme Implementation;EmploymentLabour & Employment;The table refers to worker population ratio (per 1000) for persons of age 15-59 years according to usual status (taking both principal and subsidiary status together) for each State/UT. Worker Population Ratio is defined as the number of person/person-days employed per 1000 person/person-days. The estimates of employed (or worker) according to the usual status (taking both principal and subsidiary status together) includes: (a) the persons who worked for a relatively long part of the 365 days preceding the date of survey (b) those persons from among the remaining population who had worked at least for 30 days during the reference period of 365 days preceding the date of survey.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
329;Proportion Unemployed (per 1000) for persons of age 15-59 years according to usual status (taking both principal and subsidiary status together) for each State/UT;Ministry of Statistics and Programme Implementation;EmploymentLabour & Employment;The table refers to proportion unemployed (per 1000) for persons of age 15-59 years according to usual status (taking both principal and subsidiary status together) for each State/UT. Proportion Unemployed is defined as the number of person/person-days unemployed per 1000 persons/person-days in the relevant population group. The data represents usual status adjusted unemployment. Unemployment according to usual status (ps) approximates an indicator of chronically unemployed. Some of the persons categorized as unemployed according to the usual principal activity status might be working in a subsidiary capacity. Therefore another estimate of the unemployed excluding those employed in a subsidiary capacity during the reference period can be derived. The former is called the usually unemployed according to the principal status (ps) and the latter the usually unemployed excluding those employed in subsidiary status is termed as unemployed according to usual status (adjusted). The number of unemployed according to usual status (adjusted) would conceptually be lower than the former.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
330;Proportion Unemployed (per 1000) for persons of age 15-59 years according to current weekly status approach for each State/UT;Ministry of Statistics and Programme Implementation;EmploymentLabour & Employment;The table refers to Proportion Unemployed (per 1000) for persons of age 15-59 years according to current weekly status approach for each State/UT. Proportion Unemployed is defined as the number of person/person-days unemployed per 1000 persons/person-days in the relevant population group. This estimate of unemployment are based on current weekly status approach and is referred as number of persons unemployed on an average in a week. This gives the average weekly picture of unemployment during the survey year. It includes both chronic unemployment and also seasonal employment of those categorized as usually employed caused by seasonal fluctuations in economic activity.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
331;Labour Force Participation Rate (per 1000) for persons of age 15-59 years according to current weekly status approach for each State/UT;Ministry of Statistics and Programme Implementation;EmploymentLabour & Employment;The table refers to Labour Force Participation Rate (per 1000) for persons of age 15-59 years according to current weekly status approach for each State/UT. Labour-force participation rate is defined as the proportion of persons/person-days in the labour-force to the total person/person-days. These ratios are given in per 1000 of person/person-days. This estimate of LFPR approach provide information on number of persons in labour-force according to current weekly status ie number of persons either employed or unemployed on an average in a week of 7 days preceding the date of survey.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
